YEAR,STATE_NAME,STRUCTURE_NUMBER,OWNER_AGENCY,ELEMENT_CATEGORY,PARENT_ELEMENT_NUMBER,PARENT_ELEMENT_NAME,ELEMENT_NUMBER,ELEMENT_NAME,ELEMENT_UNIT,TOTAL_QUANTITY,CONDITION_STATE_1,CS_PERCENT_1,CONDITION_STATE_2,CS_PERCENT_2,CONDITION_STATE_3,CS_PERCENT_3,CONDITION_STATE_4,CS_PERCENT_4,HI
2024,'41 - Oregon',49051A000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1982,1980,99,2,0,0,0,0,0,99.97
2024,'41 - Oregon',49B04 000      ,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1145,1119,97,26,2,0,0,0,0,99.25
2024,'41 - Oregon',49B05 000      ,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1952,1831,93,121,6,0,0,0,0,97.95
2024,'41 - Oregon',49B10 000      ,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1256,1252,99,4,0,0,0,0,0,99.89
2024,'41 - Oregon',51B001000000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',1368,1368,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51B002000000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',14742,2752,18,10350,70,1640,11,0,0,69.38
2024,'41 - Oregon',51C01 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',4472,4472,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C01 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',3000,3000,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C02 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',150,150,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C02 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',1000,990,99,10,1,0,0,0,0,99.67
2024,'41 - Oregon',51C03 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',1376,1376,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C04 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',2200,2140,97,60,2,0,0,0,0,99.1
2024,'41 - Oregon',51C07A000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',572,572,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C07A000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2420,2419,99,1,0,0,0,0,0,99.99
2024,'41 - Oregon',51C08 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',500,480,96,20,4,0,0,0,0,98.68
2024,'41 - Oregon',51C21 062300001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',1056,0,0,845,80,211,19,0,0,60.21
2024,'41 - Oregon',51C33 000 00001,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',8282,8142,98,140,1,0,0,0,0,99.44
2024,'41 - Oregon',51C38 000000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',378,378,100,0,0,0,0,0,0,100
2024,'41 - Oregon',51C38 000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1484,1400,94,84,5,0,0,0,0,98.13
2024,'41 - Oregon',5216A 000 00000,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',8280,0,0,8240,99,40,0,0,0,66.84
2024,'41 - Oregon',53B001000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1790,1783,99,5,0,2,0,0,0,99.83
2024,'41 - Oregon',53B143000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',728,695,95,21,2,12,1,0,0,97.94
2024,'41 - Oregon',53B144000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1080,1028,95,42,3,10,0,0,0,98.1
2024,'41 - Oregon',53C012075700290,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',5104,4702,92,402,7,0,0,0,0,97.4
2024,'41 - Oregon',57C18 586 00020,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',874,818,93,13,1,43,4,0,0,96.21
