iteration,max_value_change,V_CS1,V_CS1_normalized,V_CS2,V_CS2_normalized,V_CS3,V_CS3_normalized,V_CS4,V_CS4_normalized
49,100.01759460561152,-9896.903626476527,0.75020595149812,-25542.76935254738,0.8857292773835581,-79610.16494005384,0.9602516374162082,-185971.5542250277,0.9825888626204744
50,97.10334765419248,-9994.003396700067,0.7575663167456831,-25639.871189109937,0.8890964118686289,-79707.26828770804,0.9614228904672947,-186068.655802295,0.9831019030624029
51,94.27427532913862,-10088.275038337866,0.764712303943636,-25734.14435197896,0.8923654583558029,-79801.54256303718,0.9625600194673313,-186162.9287742718,0.9835999984442291
52,91.5278193509439,-10179.800918774868,0.7716501567116729,-25825.67135234083,0.8955392780294914,-79893.07038238812,0.9636640209282887,-186254.45563409952,0.9840835846220836
53,88.86151638858428,-10268.6610077421,0.7783859369223166,-25914.53226579265,0.8986206476168292,-79981.9318987767,0.9647358616496298,-186343.31644409063,0.9845530846087055
54,86.27298990324198,-10354.932946782952,0.7849255299666082,-26000.80481181604,0.9016122621435335,-80068.20488867995,0.9657764797651902,-186429.58891394662,0.9850089089867106
55,83.75994365139923,-10438.692116793321,0.7912746498737901,-26084.564428684735,0.9045167375314238,-80151.96483233134,0.9667867857116949,-186513.34847474113,0.9854514562994844
56,81.32015642448096,-10520.011703666089,0.7974388442872945,-26165.884344532966,0.9073366130628122,-80233.28498875583,0.9677676631338223,-186594.66834930776,0.9858811134230797
57,78.95147771209304,-10598.962762076306,0.8034234992997944,-26244.835645133713,0.9100743537308035,-80312.23646646792,0.9687199697369622,-186673.61961951715,0.9862982559216772
58,76.65182405950327,-10675.614277447297,0.8092338441503626,-26321.48733880449,0.9127323524899894,-80388.88829052742,0.9696445380960342,-186750.27129081392,0.9867032483885698
59,74.41917594854021,-10750.033226140491,0.814874955786987,-26395.906418761333,0.9153129324186552,-80463.30746647596,0.9705421764266866,-186824.6903542991,0.9870964447741778
60,72.25157507721451,-10822.28463391314,0.8203517632977878,-26468.157923169805,0.9178183488011278,-80535.55904155318,0.9714136693236808,-186896.94184658118,0.9874781887022743
61,70.14712194472668,-10892.431632688873,0.8256690522143438,-26538.304993088477,0.9202507911370424,-80605.7061634979,0.972259778470147,-186967.08890757247,0.9878488137753552
62,68.1039736738312,-10960.535515686119,0.8308314686905417,-26606.408928460893,0.9226123850829382,-80673.81013717173,0.9730812433205727,-187035.19283637256,0.9882086438699011
63,66.12034201886854,-11026.655790949226,0.8358435235603472,-26672.529242282406,0.9249051943305644,-80739.9304791906,0.973878781759765,-187101.31314535555,0.988557993422151
64,64.19449152270681,-11090.850233326593,0.8407095962778552,-26736.723713046336,0.9271312224255205,-80804.12497071331,0.9746530907395818,-187165.50761255738,0.9888971677048913
65,62.324737793474924,-11153.174934939441,0.8454339387429287,-26799.048435557266,0.9292924145292746,-80866.44970850679,0.9754048468948766,-187227.83233244592,0.9892264630957032
66,60.509445880539715,-11213.684354183937,0.8500206790156616,-26859.557870186854,0.9313906591271732,-80926.95915438732,0.9761347071398553,-187288.3417651449,0.9895461673370387
67,58.747028733967454,-11272.431363308544,0.8544738249228412,-26918.304890637904,0.933427789684724,-80985.70618312129,0.9768433092458503,-187347.08878417467,0.9898565597884614
68,57.03594573524606,-11329.46729460745,0.8587972675595066,-26975.340830275298,0.9354055862541818,-81042.74212885654,0.977531272401373,-187404.1247227657,0.9901579116713458
69,55.374701290391386,-11384.841985269868,0.8629947846886193,-27030.715527076478,0.9373257770332662,-81098.11683014693,0.9781991977551966,-187459.49941879656,0.9904504863063089
70,53.76184347845265,-11438.603820924047,0.8670700440417901,-27084.477367249994,0.9391900398776923,-81151.87867362538,0.9788476689431356,-187513.26125840296,0.9907345393436209
71,52.19596274988726,-11490.79977791373,0.8710266065239228,-27136.673327566798,0.9410000037690639,-81204.07463637527,0.9794772525991277,-187565.45721830224,0.9910103189868278
72,50.67569067068689,-11541.475464343781,0.8748679293245584,-27187.349016446267,0.9427572502395861,-81254.75032704596,0.9800884988511656,-187616.13290687435,0.9912780662098054
73,49.199698708893266,-11590.675159930717,0.8785973689386285,-27236.54871383645,0.9444633147549654,-81303.95002575485,0.9806819418025924,-187665.33260403827,0.9915380149674475
74,47.76669706047687,-11638.441854692825,0.882218184099247,-27284.315409926105,0.9461196880568004,-81351.71672281533,0.981258099999235,-187713.09929996132,0.9917903924001885
75,46.37543351280328,-11684.817286513586,0.8857335386250965,-27330.690842724198,0.9477278174657012,-81398.09215632813,0.9818174768828288,-187759.47473263677,0.9920354190325463
76,45.024692343286006,-11729.841977611188,0.8891465041848926,-27375.715534541312,0.9492891081463304,-81443.11684867142,0.9823605612311574,-187804.4994243636,0.9922733089658647
77,43.71329325181432,-11773.555269945944,0.8924600629813408,-27419.42882740577,0.9508049243355029,-81486.83014192323,0.982887827585316,-187848.2127171616,0.9925042700654305
78,42.44009032569011,-11815.995359596483,0.8956771103569232,-27461.86891744627,0.9522765905344508,-81529.27023224892,0.9833997366644899,-187890.65280715315,0.9927285041421315
79,41.20397103531286,-11857.199330134772,0.898800457323795,-27503.072888271647,0.9537053926663095,-81570.47420328423,0.9838967357686181,-187931.8567779425,0.9929462071288172
80,40.00385526024911,-11897.203185029102,0.9018328330199983,-27543.076743377333,0.955092579199855,-81610.47805854448,0.9843792591693112,-187971.8606330217,0.9931575692515165
81,38.83869434360531,-11936.041879103319,0.9047768870941375,-27581.91543760715,0.9564393622404835,-81649.31675288809,0.9848477284893614,-188010.69932723197,0.9933627751956663
82,37.707470174806076,-11973.749349079797,0.9076351920206008,-27619.62290769818,0.9577469185893945,-81687.0242230629,0.9853025530711902,-188048.40679730862,0.9935620042674956
83,36.609194299031515,-12010.358543232833,0.9104102453473488,-27656.232101935544,0.9590163907719095,-81723.63341736193,0.9857441303345535,-188085.0159915354,0.9937554305507067
84,35.54290705299354,-12045.901450178342,0.9131044718782338,-27691.775008943143,0.9602488880358294,-81759.17632441492,0.9861728461238233,-188120.5588985352,0.9939432230585916
85,34.50767672585789,-12080.409126825074,0.9157202257917604,-27726.28268563558,0.961445487320704,-81793.68400114078,0.9865890750451475,-188155.0665752219,0.9941255458817165
86,33.50259874484618,-12113.911725511665,0.9182597926981304,-27759.785284355818,0.9626072341988666,-81827.18659988562,0.9869931807937872,-188188.56917393793,0.9943025583313054
87,32.526794884572155,-12146.438520353342,0.9207253916363786,-27792.312079222265,0.9637351437890532,-81859.7133947702,0.9873855164719174,-188221.09596880127,0.9944744150784443
88,31.57941249945725,-12178.017932821229,0.9231191770133366,-27823.891491708393,0.9648302016434102,-81891.29280726965,0.9877664248971678,-188252.6753812851,0.994641266289233
89,30.659623778657988,-12208.677556576637,0.9254432404861248,-27854.551115477225,0.9658933646086628,-81921.95243104831,0.9881362389021783,-188283.33500505224,0.9948032577559993
90,29.76662502248655,-12238.444181582017,0.9276996127898127,-27884.31774049249,0.9669255616622016,-81951.7190560708,0.988495281625425,-188313.1016300663,0.9949605310246908
91,28.899635940266307,-12267.343817509667,0.929890265511847,-27913.21737642742,0.9679276947238126,-81980.61869201106,0.9888438667935787,-188342.0012660003,0.9951132235185557
92,28.057898968225345,-12295.40171646862,0.9320171128147982,-27941.275275391727,0.9689006394437663,-82008.67659097929,0.9891822989956346,-188370.05916496392,0.9952614686582227
93,27.24067860779178,-12322.642395069597,0.9340820131089295,-27968.51595399665,0.9698452459679516,-82035.91726958708,0.9895108739490612,-188397.29984356835,0.9954053959782824
94,26.44726078271924,-12349.089655847281,0.93608677067605,-27994.96321477724,0.970762339680722,-82062.3645303698,0.9898298787581946,-188423.7471043486,0.9955451312404722
95,25.67695221507165,-12374.766608058657,0.9380331372460723,-28020.64016699075,0.9716527219261075,-82088.04148258487,0.9901395921651062,-188449.42405656184,0.995680796543566
96,24.929079819616163,-12399.695687875548,0.9399228135276491,-28045.569246809213,0.9725171707080185,-82112.97056240449,0.9904402847931656,-188474.3531363801,0.9958125104300626
97,24.20299011550378,-12423.898677989047,0.9417574506942293,-28069.772236923873,0.9733564413700558,-82137.17355251999,0.990732219383507,-188498.5561264946,0.9959403879897665
98,23.498048655383172,-12447.396726642943,0.9435386518268326,-28093.270285578616,0.9741712672555197,-82160.67160117537,0.9910156510246096,-188522.05417514924,0.9960645409603516
99,22.81363947088539,-12470.210366112751,0.9452679733147974,-28116.083925049054,0.9749623603481966,-82183.48524064626,0.9912908273751905,-188544.8678146196,0.9961850778249963
100,22.14916453459591,-12492.359530646554,0.9469469262157347,-28138.23308958332,0.9757304118944801,-82205.63440518086,0.9915579888806058,-188567.0169791538,0.9963021039071752
101,21.504043237291626,-12513.86357388326,0.9485769775758683,-28159.737132820366,0.9764760930073729,-82227.13844841815,0.9918173689829486,-188588.5210223908,0.9964157214626882
102,20.87771188073384,-12534.74128576356,0.9501595517119208,-28180.61484470092,0.9772000552528974,-82248.01616029888,0.9920691943250274,-188609.39873427132,0.9965260297690111
103,20.269623185085948,-12555.01090894832,0.951696031455661,-28200.884467885862,0.977902931219424,-82268.28578348397,0.9923136849484038,-188629.66835745625,0.9966331252120427
104,19.679245810679276,-12574.690154758766,0.9531877593622049,-28220.563713696447,0.9785853350704193,-82287.96502929465,0.9925510544856613,-188649.34760326683,0.9967371013703258
105,19.106063893821556,-12593.796218652406,0.9546360388831215,-28239.669777590185,0.9792478630810931,-82307.07109318847,0.992781510347076,-188668.45366716053,0.9968380490968138
106,18.549576595891267,-12612.345795248173,0.9560421355053709,-28258.219354186025,0.9798910941594166,-82325.62066978436,0.9930052539018468,-188687.00324375636,0.9969360565982586
107,18.009297665892518,-12630.355092913967,0.9574072778570691,-28276.228651851874,0.980515590351963,-82343.62996745025,0.9932224806540513,-188705.0125414222,0.9970312095122825
108,17.484755015393603,-12647.839847929303,0.9587326587810483,-28293.71340686725,0.9811218973350173,-82361.11472246565,0.9934333804134726,-188722.4972964376,0.9971235909822087
109,16.975490306213032,-12664.815338235454,0.9600194363771445,-28310.688897173426,0.9817105448913804,-82378.09021277186,0.9936381374614546,-188739.47278674378,0.9972132817297098
110,16.481058549688896,-12681.296396785114,0.9612687350141309,-28327.16995572311,0.9822820473732862,-82394.57127132155,0.9938369307119221,-188755.95384529344,0.9973003601253417
111,16.001027718142723,-12697.297424503231,0.9624816463121761,-28343.17098344124,0.9828369041518351,-82410.57229903969,0.9940299338677159,-188771.95487301156,0.9973849022570233
112,15.534978367126314,-12712.832402870335,0.9636592300966861,-28358.705961808355,0.9833756000533389,-82426.10727740682,0.9942173155723699,-188787.4898513787,0.99746698199652
113,15.082503269048175,-12727.91490613937,0.9648025153243657,-28373.7884650774,0.9838986057829543,-82441.18978067586,0.9943992395574709,-188802.57235464774,0.9975466710639924
114,14.643207057320978,-12742.558113196683,0.965912500982307,-28388.43167213472,0.9844063783359788,-82455.83298773319,0.9945758647857241,-188817.21556170506,0.9976240390906648
115,14.216705880899099,-12756.774819077571,0.9669901569608907,-28402.648378015616,0.9848993613971676,-82470.04969361408,0.9947473455898536,-188831.43226758594,0.9976991536796669
116,13.80262706882786,-12770.577446146395,0.9680364249012635,-28416.451005084444,0.9853779857284188,-82483.85232068291,0.994913831807455,-188845.23489465477,0.997772080465106
117,13.40060880468809,-12783.97805495108,0.9690522190181303,-28429.85161388913,0.9858426695451675,-82497.2529294876,0.9950754689119222,-188858.63550345946,0.9978428831694157
118,13.010299810383003,-12796.988354761452,0.9700384268985834,-28442.8619136995,0.9862938188818168,-82510.26322929798,0.9952323981395605,-188871.6458032698,0.9979116236590367
119,12.631359039223753,-12809.61971380065,0.9709959102776642,-28455.493272738695,0.9867318279465246,-82522.89458833718,0.9953847566129955,-188884.27716230904,0.9979783619984748
120,12.263455377862556,-12821.883169178509,0.9719255057913346,-28467.756728116557,0.9871570794656586,-82535.15804371503,0.9955326774609906,-188896.54061768687,0.9980431565027834
121,11.906267357175238,-12833.789436535655,0.9728280257075197,-28479.662995473704,0.9875699450182158,-82547.06431107217,0.9956762899347723,-188908.44688504405,0.9981060637885202
122,11.559482871030923,-12845.348919406671,0.9737042586358547,-28491.22247834472,0.9879707853605043,-82558.6237939432,0.9958157195209684,-188920.00636791505,0.9981671388232158
123,11.222798903909279,-12856.57171831057,0.9745549702167624,-28502.445277248626,0.9883599507413673,-82569.8465928471,0.9959510880512557,-188931.22916681896,0.9982264349734059
124,10.895921265924699,-12867.467639576491,0.9753809037904593,-28513.34119851455,0.9887377812082243,-82580.74251411302,0.9960825138088161,-188942.12508808487,0.9982840040512602
125,10.578564335854026,-12878.046203912338,0.9761827810464757,-28523.919762850397,0.989104606904202,-82591.32107844888,0.9962101116316905,-188952.70365242072,0.9983398963598568
126,10.270450811513001,-12888.316654723836,0.9769613026542584,-28534.190213661892,0.9894607483566072,-82601.59152926039,0.9963339930131219,-188962.9741032322,0.9983941607371348
127,9.97131146749598,-12898.28796619131,0.9777171488754066,-28544.161525129366,0.9898065167570008,-82611.56284072786,0.9964542661989774,-188972.9454146997,0.99844684459857
128,9.680884919886012,-12907.968851111189,0.9784509801580749,-28553.842410049245,0.9901422142331111,-82621.24372564774,0.9965710362823325,-188982.62629961956,0.998497993978604
129,9.398917397949845,-12917.367768509132,0.9791634377140637,-28563.241327447187,0.9904681341128299,-82630.64264304568,0.9966844052952983,-188992.0252170175,0.9985476535708702
130,9.125162522279425,-12926.492931031404,0.9798551440791011,-28572.366489969463,0.9907845611805182,-82639.76780556794,0.9967944722981779,-189001.1503795398,0.998595866767245
131,8.859381089598173,-12935.352312120991,0.9805267036568076,-28581.225871059047,0.9910917719258463,-82648.62718665753,0.996901333466022,-189010.0097606294,0.9986426756957644
132,8.60134086367907,-12943.953652984666,0.9811787032468138,-28589.827211922722,0.9913900347853883,-82657.2285275212,0.997005082172667,-189018.61110149304,0.9986881212574334
133,8.350816372520057,-12952.304469357168,0.9818117125574994,-28598.17802829522,0.9916796103771767,-82665.5793438937,0.9971058090723222,-189026.96191786556,0.9987322431619667
134,8.107588711180142,-12960.412058068334,0.9824262847037962,-28606.285617006386,0.9919607517284275,-82673.68693260488,0.9972036021787838,-189035.06950657672,0.9987750799624844
135,7.871445350647264,-12968.283503418981,0.9830229566904921,-28614.157062357033,0.9922337044966322,-82681.55837795552,0.9972985469423384,-189042.94095192736,0.9988166690892005
136,7.642179952090373,-12975.925683371068,0.9836022498814592,-28621.799242309116,0.9924987071842095,-82689.2005579076,0.9973907263244306,-189050.58313187945,0.998857046882129
137,7.419592186492082,-12983.345275557556,0.9841646704552133,-28629.21883449561,0.9927559913469062,-82696.6201500941,0.997480220870151,-189058.00272406594,0.998896248622836
138,7.203487559701898,-12990.548763117255,0.9847107098472077,-28636.422322055307,0.9930057817961261,-82703.8236376538,0.9975671087786174,-189065.20621162563,0.9989343085652701
139,6.993677242426202,-12997.54244035968,0.9852408451792412,-28643.415999297733,0.9932482967953687,-82710.81731489622,0.9976514659713033,-189072.19988886805,0.9989712599656916
140,6.789977905282285,-13004.332418264949,0.985755539676361,-28650.205977203004,0.9934837482509442,-82717.60729280149,0.9977333661583769,-189078.98986677334,0.9990071351117319
141,6.592211558512645,-13010.924629823461,0.9862552430716229,-28656.798188761517,0.9937123418971339,-82724.19950436,0.9978128809031086,-189085.58207833185,0.9990419653506059
142,6.400205396614183,-13017.324835220075,0.9867403919990617,-28663.198394158127,0.9939342774759586,-82730.59970975661,0.9978900796844015,-189091.98228372846,0.999075781116503
143,6.213791647198377,-13023.538626867274,0.987211410375216,-28669.412185805326,0.994149748911711,-82736.81350140381,0.9979650299575014,-189098.19607537566,0.9991086119571798
144,6.0328074244644085,-13029.571434291738,0.9876687097695404,-28675.444993229787,0.9943589444804025,-82742.84630882827,0.9980377972129381,-189104.22888280012,0.9991404865597786
145,5.857094586859603,-13035.428528878594,0.98811268976403,-28681.302087816646,0.994562046974278,-82748.70340341513,0.9981084450337505,-189110.08597738697,0.999171432775894
146,5.686499598901719,-13041.115028477485,0.9885437383023694,-28686.988587415537,0.9947592338615355,-82754.38990301402,0.9981770351510441,-189115.77247698588,0.999201477645909
147,5.520873396981187,-13046.635901874466,0.9889622320289126,-28692.509460812515,0.9949506774413971,-82759.910776411,0.998243627497931,-189121.29335038285,0.9992306474226225
148,5.360071259216056,-13051.995973133671,0.9893685366177896,-28697.869532071723,0.9951365449946611,-82765.27084767021,0.9983082802618991,-189126.65342164206,0.999258967594189
149,5.203952678843052,-13057.19992581251,0.9897630070924273,-28703.073484750563,0.9953169989298687,-82770.47480034905,0.9983710499356544,-189131.85737432088,0.9992864629063894
150,5.052381241606781,-13062.252307054103,0.9901459881357648,-28708.12586599216,0.995492196925216,-82775.52718159065,0.9984319913664849,-189136.9097555625,0.9993131573842541
151,4.905224506408558,-13067.157531560504,0.9905178143914326,-28713.03109049856,0.9956622920663297,-82780.43240609705,0.9984911578041843,-189141.81498006888,0.9993390743530547
152,4.76235388970963,-13071.919885450214,0.9908788107561585,-28717.79344438827,0.9958274329800325,-82785.19475998676,0.9985486009475817,-189146.5773339586,0.9993642364586862
153,4.623644553124905,-13076.543530003328,0.9912292926636591,-28722.417088941387,0.99598776396421,-82789.81840453987,0.9986043709897151,-189151.2009785117,0.9993886656874549
154,4.488975294287229,-13081.032505297615,0.9915695663602618,-28726.906064235674,0.9961434251138968,-82794.30737983415,0.9986585166616894,-189155.689953806,0.9994123833852884
155,4.358228441065876,-13085.39073373867,0.9918999291724975,-28731.26429267673,0.9962945524436897,-82798.66560827522,0.9987110852752566,-189160.04818224706,0.9994354102763889
156,4.231289748597192,-13089.622023487267,0.992220669766901,-28735.495582425327,0.9964412780065954,-82802.89689802381,0.9987621227641569,-189164.27947199566,0.9994577664813409
157,4.108048299611255,-13093.730071786878,0.9925320684022445,-28739.603630724934,0.9965837300094166,-82807.00494632342,0.9988116737242542,-189168.38752029525,0.9994794715346923
158,3.988396407396067,-13097.718468194267,0.9928343971744225,-28743.59202713232,0.9967220329247769,-82810.9933427308,0.9988597814525039,-189172.37591670264,0.9995005444020238
159,3.8722295217448846,-13101.590697716005,0.993127920254207,-28747.464256654057,0.9968563075998841,-82814.86557225253,0.9989064879847852,-189176.2481462244,0.9995210034965204
160,3.7594461376138497,-13105.350143853611,0.9934128941180753,-28751.223702791667,0.9969866713621242,-82818.62501839014,0.9989518341326313,-189180.007592362,0.9995408666950608
161,3.6499477064207895,-13109.000091560025,0.9936895677723163,-28754.873650498084,0.9971132381215805,-82822.27496609656,0.9989958595188896,-189183.6575400684,0.9995601513538379
162,3.543638549919706,-13112.543730109941,0.9939581829706086,-28758.417289048,0.997236118470567,-82825.81860464648,0.9990386026123442,-189187.20117861833,0.9995788743235243
163,3.4404257766182127,-13115.98415588656,0.9942189744252613,-28761.85771482462,0.9973554197802629,-82829.2590304231,0.9990801007613292,-189190.64160439494,0.9995970519639966
164,3.3402192006033147,-13119.324375087162,0.9944721700123029,-28765.19793402522,0.9974712462945305,-82832.59924962369,0.9991203902263631,-189193.98182359553,0.9996147001586299
165,3.2429312627355102,-13122.567306349883,0.9947179909705959,-28768.440865287936,0.9975836992210041,-82835.84218088641,0.999159506211833,-189197.22475485827,0.9996318343281768
166,3.1484769540984416,-13125.715783303982,0.994956652095152,-28771.58934224203,0.997692876819522,-82838.9906578405,0.9991974828967554,-189200.37323181235,0.9996484694442418
167,3.056773741845973,-13128.772557045824,0.9951883619248182,-28774.64611598387,0.997798874487986,-82842.04743158235,0.9992343534646412,-189203.4300055542,0.9996646200423631
168,2.9677414969482925,-13131.740298542758,0.995413322924494,-28777.613857480806,0.9979017848457182,-82845.01517307929,0.9992701501324913,-189206.39774705115,0.999680300234714
169,2.8813024242117535,-13134.621600966962,0.9956317316620432,-28780.495159905015,0.9980016978143903,-82847.8964755035,0.9993049041789479,-189209.27904947533,0.999695523722433
