iteration,max_value_change,V_CS1,V_CS1_normalized,V_CS2,V_CS2_normalized,V_CS3,V_CS3_normalized,V_CS4,V_CS4_normalized
170,2.7973809943941887,-13137.418981961338,0.9958437789800523,-28783.29254089939,0.9980987006965961,-82850.69385649786,0.9993386459716239,-189212.07643046972,0.9997103038075974
171,2.715903878037352,-13140.134885839372,0.9960496501625853,-28786.008444777424,0.9981928782521357,-82853.4097603759,0.9993714049936397,-189214.79233434776,0.9997246534048443
172,2.636799881587649,-13142.77168572096,0.9962495250970834,-28788.645244659012,0.9982843127720771,-82856.04656025748,0.9994032098693831,-189217.42913422934,0.9997385850526568
173,2.5599998850375414,-13145.331685605994,0.9964435784315474,-28791.20524454405,0.998373084150661,-82858.60656014252,0.9994340883895224,-189219.98913411438,0.9997521109243194
174,2.4854367816005833,-13147.817122387583,0.9966319797271438,-28793.690681325636,0.9984592699551113,-82861.09199692412,0.9994640675352888,-189222.47457089595,0.9997652428385548
175,2.413045419030823,-13150.2301678066,0.9968148936063634,-28796.10372674465,0.9985429454934125,-82863.50504234314,0.9994931735020521,-189224.88761631498,0.9997779922698516
176,2.342762542743003,-13152.572930349335,0.996992479896868,-28798.44648928739,0.9986241838801129,-82865.84780488587,0.9995214317222108,-189227.23037885773,0.9997903703584892
177,2.2745267405261984,-13154.847457089854,0.9971648937711441,-28800.721016027906,0.99870305610021,-82868.1223316264,0.9995488668874133,-189229.50490559824,0.9998023879202731
178,2.2082783888617996,-13157.055735478709,0.997332285882092,-28802.92929441676,0.9987796310711784,-82870.33061001525,0.9995755029701343,-189231.7131839871,0.9998140554559858
179,2.1439596008276567,-13159.199695079536,0.9974948024946626,-28805.07325401759,0.9988539757031865,-82872.47456961608,0.9996013632446206,-189233.85714358793,0.9998253831605611
180,2.0815141755665536,-13161.2812092551,0.9976525856136633,-28807.154768193155,0.9989261549575633,-82874.55608379164,0.9996264703072286,-189235.93865776347,0.9998363809319935
181,2.020887549093459,-13163.30209680419,0.9978057731078388,-28809.17565574225,0.9989962319035603,-82876.57697134072,0.9996508460961684,-189237.95954531257,0.9998470583799861
182,1.9620267467107624,-13165.264123550878,0.9979544988303392,-28811.137682488934,0.99906426777346,-82878.53899808742,0.9996745119106732,-189239.92157205928,0.999857424834348
183,1.9048803365913045,-13167.16900388747,0.9980988927356793,-28813.042562825525,0.9991303220160812,-82880.443878424,0.9996974884296098,-189241.82645239585,0.9998674893531457
184,1.849398385049426,-13169.018402272508,0.9982390809932911,-28814.891961210564,0.9991944523487232,-82882.29327680905,0.9997197957295484,-189243.67585078088,0.9998772607306193
185,1.7955324126814958,-13170.813934685168,0.9983751860977685,-28816.687493623227,0.9992567148075989,-82884.0888092217,0.9997414533023041,-189245.47138319357,0.9998867475048656
186,1.7432353520998731,-13172.557170037264,0.9985073269759019,-28818.430728975323,0.9993171637967987,-82885.8320445738,0.99976248007197,-189247.21461854564,0.9998959579652987
187,1.6924615069001447,-13174.249631544153,0.9986356190905946,-28820.123190482213,0.9993758521358275,-82887.52450608069,0.9997828944114513,-189248.90708005254,0.9999049001598942
188,1.6431665115524083,-13175.892798055698,0.9987601745417527,-28821.766356993758,0.9994328311057584,-82889.16767259224,0.9998027141585207,-189250.5502465641,0.9999135819022198
189,1.5953072927659377,-13177.48810534846,0.9988811021642362,-28823.36166428652,0.9994881504940408,-82890.76297988501,0.9998219566314036,-189252.14555385686,0.9999220107782641
190,1.5488420318069984,-13179.036947380268,0.998998507622958,-28824.910506318327,0.9995418586380044,-82892.31182191681,0.999840638643911,-189253.69439588865,0.9999301941530644
191,1.5037301279699022,-13180.540677508237,0.9991124935052124,-28826.414236446293,0.9995940024670951,-82893.81555204478,0.999858776520132,-189255.19812601662,0.9999381391771422
192,1.4599321630812483,-13182.000609671315,0.9992231594103137,-28827.87416860937,0.9996446275438824,-82895.27548420786,0.9998763861086961,-189256.6580581797,0.9999458527927518
193,1.4174098670773674,-13183.418019538378,0.9993306020366254,-28829.291578476434,0.9996937781038698,-82896.69289407492,0.9998934827966224,-189258.07546804677,0.9999533417399458
194,1.376126084534917,-13184.794145622905,0.9994349152660543,-28830.667704560965,0.9997414970941492,-82898.06902015944,0.9999100815227643,-189259.4515941313,0.999960612562464
195,1.3360447422601283,-13186.130190365166,0.9995361902460824,-28832.003749303225,0.9997878262109251,-82899.4050649017,0.9999261967908633,-189260.78763887356,0.9999676716134527
196,1.2971308177366154,-13187.427321182895,0.9996345154694107,-28833.30088012095,0.9998328059359501,-82900.70219571944,0.9999418426822216,-189262.08476969128,0.9999745250610145
197,1.2593503084790427,-13188.68667149137,0.9997299768512828,-28834.560230429426,0.999876475571897,-82901.96154602792,0.9999570328680065,-189263.34411999973,0.9999811788935986
198,1.2226702024345286,-13189.909341693772,0.9998226578045567,-28835.782900631824,0.9999188732766995,-82903.18421623032,0.9999717806211956,-189264.56679020217,0.9999876389252339
199,1.187058448933385,-13191.096400142706,0.9999126393125896,-28836.969959080758,0.9999600360968962,-82904.37127467924,0.9999860988281751,-189265.75384865107,0.9999939108006077
200,1.1524839310150128,-13192.24888407371,1.0000000000000002,-28838.122443011765,1.0,-82905.52375861024,1.0,-189266.9063325821,1.0
